close,volume
114.84999847412,5000
116.55999755859,4200
116.48999786377,200
116.09999847412,600
125.41999816895,5000
126.01999664307,300
127.88999938965,800
121.19000244141,100
122.90000152588,6700
119.55000305176,2500
125.51999664307,1000
125.51999664307,300
122.19000244141,100
122.15000152588,1400
124.73000335693,200
124.80000305176,1900
124.54000091553,100
125.44000244141,300
132.91999816895,100
133.19999694824,100
130.13000488281,200
129.19999694824,200
126.51999664307,100
123.88999938965,200
123.66000366211,100
126.05000305176,300
116.62999725342,100
117.73000335693,100
119.5299987793,200
123.05000305176,100
123.29000091553,100
125.84999847412,100
129.83999633789,100
131.00999450684,100
133.13000488281,100
134.10000610352,100
130.36000061035,300
131.14999389648,100
131.91999816895,300
132.96000671387,600
131.7200012207,1500
131.60000610352,300
132.94000244141,800
132.80999755859,300
134.97999572754,400
133.17999267578,200
138.13999938965,2700
141.52000427246,600
138.41999816895,300
137.83999633789,100
138.52000427246,100
137.35000610352,400
