close,volume
2.329999923706,400
2.329999923706,1500
2.3399999141693,400
2.25,1500
2.0699999332428,1100
2.2200000286102,1100
2.2200000286102,100
2.3499999046326,2100
2.3900001049042,1600
2.4000000953674,1500
2.4400000572205,500
2.4900000095367,600
2.4900000095367,100
2.7000000476837,5200
2.5,4700
2.460000038147,3900
2.4500000476837,1100
2.5499999523163,4300
2.5699999332428,1200
2.5999999046326,4800
2.5999999046326,3900
2.4500000476837,7200
2.4800000190735,800
2.4800000190735,1300
2.4800000190735,600
2.4800000190735,500
2.579999923706,4500
2.5999999046326,600
2.5999999046326,2100
2.5999999046326,700
2.5899999141693,2800
2.6199998855591,200
2.6500000953674,2600
2.5299999713898,100
2.6300001144409,100
2.6099998950958,1000
2.6300001144409,2500
2.7699999809265,900
2.7300000190735,400
2.7300000190735,4200
2.7400000095367,400
2.7400000095367,500
2.829999923706,4200
2.9300000667572,3500
2.9400000572205,2800
2.9700000286102,2300
2.9400000572205,700
2.8900001049042,500
2.8900001049042,6900
3.0899999141693,500
2.9900000095367,100
2.9900000095367,700
2.8900001049042,200
2.6900000572205,1100
2.9100000858307,23300
2.920000076294,300
2.9900000095367,100
2.9900000095367,600
2.9900000095367,100
2.9400000572205,500
3.0299999713898,600
2.9900000095367,8500
2.9900000095367,700
2.9900000095367,200
2.9900000095367,2000
2.9900000095367,200
2.8900001049042,7600
2.9500000476837,400
2.9500000476837,100
2.9500000476837,400
2.9500000476837,600
2.9500000476837,300
2.9900000095367,100
2.9400000572205,28900
2.8900001049042,71000
2.9800000190735,3300
2.8699998855591,9500
2.9300000667572,500
2.8800001144409,1500
2.9300000667572,1200
2.7999999523163,13300
2.8399999141693,1600
2.7799999713898,3200
2.789999961853,26700
2.829999923706,3400
2.8499999046326,300
2.8699998855591,6300
2.8900001049042,200
2.8800001144409,200
2.8399999141693,900
2.3599998950958,2350700
2.4000000953674,134300
2.579999923706,120000
2.5299999713898,21900
2.579999923706,11300
2.5699999332428,3600
2.5899999141693,600
2.5699999332428,1500
2.5699999332428,3300
2.4900000095367,2400
2.420000076294,11400
2.4100000858307,2400
2.4800000190735,12500
2.4000000953674,3800
2.4500000476837,12500
2.4800000190735,14700
2.4400000572205,38100
2.460000038147,10500
2.4900000095367,11100
2.4900000095367,17600
2.6099998950958,50300
2.6400001049042,16900
2.5899999141693,11000
2.579999923706,30800
2.710000038147,93000
2.789999961853,31300
2.789999961853,4500
2.789999961853,55300
2.789999961853,200
2.6600000858307,11100
2.579999923706,16900
2.5499999523163,52600
2.5899999141693,912200
2.7999999523163,96200
2.8099999427795,10000
2.829999923706,4800
2.829999923706,14200
2.8800001144409,115700
2.8699998855591,88500
2.8800001144409,24700
2.8800001144409,16000
2.9500000476837,33600
2.9900000095367,50300
2.9800000190735,6500
2.9800000190735,100
2.9300000667572,13600
2.9400000572205,8900
2.9300000667572,28600
2.8900001049042,88700
2.9000000953674,43200
2.920000076294,9800
2.8900001049042,600
2.9100000858307,3100
2.9100000858307,100
2.920000076294,100
2.8699998855591,2000
2.8199999332428,13100
2.8699998855591,1200
2.8399999141693,2000
2.8399999141693,4300
2.8599998950958,10200
2.8699998855591,4600
2.8800001144409,28600
2.789999961853,3100
2.8499999046326,15000
2.7699999809265,2400
2.8199999332428,1900
2.8399999141693,21600
2.829999923706,99500
2.4900000095367,224400
2.5499999523163,69700
2.5299999713898,11400
2.5299999713898,1100
2.5099999904633,1600
2.539999961853,300
2.539999961853,1100
2.5499999523163,78300
2.579999923706,13200
2.5899999141693,11800
2.5999999046326,17800
2.5199999809265,132200
2.7699999809265,214200
2.8499999046326,59600
2.7599999904633,31600
2.8199999332428,8700
2.8099999427795,33200
2.8900001049042,64700
2.8900001049042,40200
