close,volume
142.92999267578,2100
142.22999572754,2300
143.10000610352,100
140.85000610352,200
140.63000488281,800
142.94999694824,500
140.89999389648,300
141.22999572754,400
136.11000061035,600
136.14999389648,100
136.86000061035,200
136.60000610352,800
135.94999694824,800
135.5299987793,100
136.78999328613,800
137.94999694824,200
139.50999450684,800
140.94000244141,600
141.88000488281,500
142.4700012207,300
139.66000366211,100
141.89999389648,500
140.39999389648,300
139.36000061035,300
143.86999511719,500
142.82000732422,400
143.25,100
142.60000610352,300
141.05999755859,500
140.88999938965,500
140.63000488281,500
143.50999450684,100
143.30000305176,500
141.14999389648,1100
139.7799987793,1700
141.92999267578,200
140.99000549316,300
142.24000549316,5300
140.55000305176,500
143.14999389648,300
147.19000244141,500
147.39999389648,100
146.30999755859,6700
147.77000427246,300
150.25,500
148.28999328613,3100
155.55999755859,300
155.0299987793,3500
155.47999572754,100
156.91000366211,100
157.55000305176,4400
158.49000549316,400
160.64999389648,500
161.36000061035,800
161.35000610352,300
163.82000732422,400
167.0299987793,900
168.14999389648,200
167.67999267578,200
165.83999633789,300
166.89999389648,300
162.88999938965,500
162.88999938965,3700
159.77000427246,600
159.91000366211,1000
158.44000244141,500
150.78999328613,3000
149.7200012207,400
150.66999816895,600
152.69999694824,1000
156.13999938965,400
153.58999633789,100
155.69000244141,600
154.2200012207,600
154.05000305176,100
151.02000427246,500
150.67999267578,200
152.46000671387,1200
155.86000061035,600
157.9700012207,400
159.47999572754,600
158.39999389648,1000
159.38000488281,600
157.88000488281,1000
159.30999755859,500
160.75999450684,300
160.88000488281,600
159.66000366211,400
160.80000305176,400
161.58000183105,500
163.69000244141,500
166.25,500
168.91000366211,400
171.82000732422,500
184.66000366211,2700
183.83999633789,800
182.64999389648,500
181.66999816895,300
180.91000366211,100
180.86000061035,400
179.96000671387,100
178.89999389648,500
181.33000183105,300
181.91000366211,400
181.30999755859,100
182.41000366211,600
181.28999328613,600
184.78999328613,300
190.53999328613,800
190.02000427246,100
189.19000244141,700
187.80000305176,100
190.36999511719,300
190.47999572754,400
191.49000549316,400
191.92999267578,500
191.19999694824,500
189.25,400
190.11999511719,100
189.53999328613,200
188.66999816895,300
188.47999572754,700
189.21000671387,200
