close,volume
3.5999999046326,2200
3.5099999904633,300
3.5299999713898,2500
3.4800000190735,5300
3.5999999046326,100
3.5099999904633,10700
3.460000038147,100
3.9000000953674,11700
4.3000001907349,10000
5.0999999046326,21700
4.5199999809265,12000
5.1399998664856,13300
5.2600002288818,112300
5.210000038147,21400
5.0300002098083,6700
5.0700001716614,7000
5.4899997711182,9700
5.9800000190735,6200
5.9000000953674,4500
5.710000038147,7700
5.8800001144409,2300
6,2100
5.9899997711182,200
5.8000001907349,10800
5.9800000190735,600
5.7399997711182,5100
5.7199997901917,5500
5.9499998092651,49800
5.6700000762939,7500
5.5100002288818,11500
5.460000038147,5200
5.7600002288818,1100
5.9000000953674,500
5.8000001907349,200
5.8000001907349,3300
5.8000001907349,2000
5.8499999046326,56700
5.960000038147,95700
6.039999961853,32600
5.9200000762939,11100
5.9299998283386,4100
5.8600001335144,6400
6.0900001525879,100
5.8499999046326,800
5.8499999046326,100
5.8499999046326,1700
5.9899997711182,600
5.8000001907349,300
5.8000001907349,2000
5.7399997711182,3000
5.7199997901917,100
5.4499998092651,400
5.5,20600
5.4000000953674,500
5.5,5100
5.5,12700
5.3099999427795,2500
5.4899997711182,20100
5.4699997901917,2100
5.460000038147,1600
5.4899997711182,200
5.3400001525879,7100
5.4800000190735,100
5.3200001716614,2100
5.4800000190735,11300
5.8800001144409,17400
5.8499999046326,2000
5.8499999046326,2000
5.8499999046326,6000
5.8800001144409,600
5.9000000953674,1600
5.8400001525879,13700
5.5900001525879,3600
4.75,7200
4.75,2900
4.75,1600
4.75,200
4.9699997901917,1300
5.3800001144409,24200
5.3800001144409,2500
5.8400001525879,3200
5.5999999046326,50100
5.7800002098083,21100
5.6999998092651,31700
5.6799998283386,19100
5.6999998092651,32900
5.8299999237061,5000
5.5700001716614,15200
5.6799998283386,5700
5.6900000572205,7100
5.789999961853,14500
5.5799999237061,5000
5.5,22400
5.5900001525879,2400
5.4099998474121,600
5.1599998474121,15900
5.0500001907349,43000
5.0999999046326,12900
5.4000000953674,2200
5.3800001144409,5000
5.0999999046326,32900
5,5700
5.2399997711182,3100
5.5,200
5.3899998664856,200
5.1100001335144,500
5.3000001907349,2500
5.4299998283386,400
5.1700000762939,100
5.1199998855591,18200
5.1999998092651,5700
5.2199997901917,3800
5.0799999237061,10600
5,21500
5,900
4.960000038147,6400
5.0799999237061,100
5.0799999237061,2700
5.0799999237061,7200
5.1500000953674,16300
5.2300000190735,5000
5.1300001144409,11200
5.3499999046326,13400
5.4299998283386,800
5.0300002098083,60200
4.9800000190735,22800
5.0999999046326,16600
5,11800
5,1600
4.710000038147,44400
4.710000038147,11900
4.6100001335144,26500
4.5999999046326,6200
4.6199998855591,9000
4.6999998092651,5900
4.5300002098083,21000
5,2100
5.1500000953674,32800
5.0500001907349,2800
5.1100001335144,10200
5.4899997711182,11300
5.8000001907349,41400
5.8499999046326,8800
5.8099999427795,1200
5.8099999427795,200
5.8000001907349,5000
5.8200001716614,200
5.8000001907349,20100
5.8499999046326,36800
5.8499999046326,300
5.9499998092651,800
5.9400000572205,20300
5.9499998092651,300
6.1900000572205,13500
6.1900000572205,500
6.0900001525879,1500
6,600
6,300
5.6999998092651,12500
5.8299999237061,300
5.9000000953674,800
5.8400001525879,2300
5.789999961853,12000
5.6799998283386,3300
5.6300001144409,8500
5.6900000572205,300
6,25500
6.3899998664856,7700
6.3899998664856,3500
6.3000001907349,9500
6.3800001144409,100
6.1300001144409,3200
6.25,1100
5.9800000190735,2000
6.1500000953674,700
5.8499999046326,3600
5.8000001907349,9200
5.8499999046326,200
6,100
5.8000001907349,4600
5.9800000190735,300
5.8099999427795,4600
5.9800000190735,100
6.0100002288818,400
6.1500000953674,25200
6.1799998283386,1500
6.1799998283386,9000
6.1900000572205,3600
6.1900000572205,20000
6.2399997711182,30000
