close,volume
165.66999816895,27
165.66999816895,7
165.42999267578,31
213,90
213,47
182.24000549316,31
189.33999633789,43
184.60000610352,19
184.60000610352,7
160.69999694824,63
156.19999694824,55
160.94000244141,39
130.63999938965,23
159.75,35
158.57000732422,7
150.28999328613,35
137.27000427246,1245
136.55999755859,43
136.08000183105,790
137.27000427246,23
135.13999938965,794
137.27000427246,407
137.27000427246,7
137.27000427246,19
133.7200012207,197
134.89999389648,31
137.27000427246,201
146.55000305176,59
148.99000549316,15
141.66000366211,55
146.55000305176,7
146.55000305176,11
144.11000061035,2254
144.11000061035,3
144.11000061035,23
141.66000366211,11
141.66000366211,7
141.66000366211,7
141.66000366211,3
158.75999450684,7
144.11000061035,39
141.66000366211,3
141.66000366211,134
141.66000366211,7
141.66000366211,67
139.2200012207,395
156.32000732422,27
144.11000061035,98
144.11000061035,3
144.11000061035,19
142.88999938965,11
142.88999938965,7
142.88999938965,138
142.63999938965,19
146.55000305176,3
140.92999267578,98
140.92999267578,67
140.92999267578,19
134.33999633789,102
134.33999633789,39
134.33999633789,7
127.01000213623,19
134.33999633789,3
127.01000213623,130
127.01000213623,415
127.01000213623,55
127.01000213623,19
127.01000213623,98
123.09999847412,7
123.09999847412,7
123.09999847412,3
129.44999694824,7
128.22999572754,3
128.22999572754,7
127.01000213623,19
117.23999786377,59
118.45999908447,158
120.90000152588,15
129.44999694824,237
152.66000366211,201
133.36000061035,185
134.33999633789,7
135.55999755859,19
144.11000061035,19
127.01000213623,7
127.01000213623,3
124.56999969482,253
124.56999969482,102
119.68000030518,7
124.56999969482,249
129.44999694824,86
129.44999694824,19
122.12000274658,142
129.44999694824,51
122.12000274658,15
122.12000274658,272
119.68000030518,3
119.68000030518,83
109.91000366211,102
114.80000305176,7
114.80000305176,3
100.13999938965,75
100.62999725342,3
105.51999664307,19
106.98000335693,126
103.80999755859,79
108.69000244141,264
108.69000244141,118
108.69000244141,39
108.69000244141,3
108.69000244141,98
106.25,217
105.0299987793,110
100.13999938965,15
105.0299987793,90
105.0299987793,185
105.0299987793,11
101.36000061035,7
105.0299987793,355
107.4700012207,15
119.68000030518,181
122.12000274658,19
