close,volume
1894.25,7
1886.25,13
1969.1800537109,55
1976.4699707031,2
1976.4699707031,3
1966.6199951172,9
1966.6700439453,2
1975.6400146484,1
1975.6400146484,2
1975.6400146484,2
1943.6600341797,64
1983.5600585938,9
1958.7700195312,11
1942.2399902344,4
1942.2399902344,31
1983.5400390625,17
1942.2399902344,2
1958.7700195312,11
1974.4499511719,2
1942.2399902344,29
1851.3199462891,51
1752.1600341797,144
1819.9200439453,38
1834.8000488281,14
1843.0600585938,18
1849.9799804688,5
1859.1199951172,17
1870.7800292969,58
1916.6199951172,6
1895.7900390625,21
1895.7800292969,24
1895.7800292969,39
1949.1199951172,4
1949.1199951172,6
1948.2800292969,1
1958.2800292969,15
1958.2800292969,10
1924.9599609375,35
1933.2800292969,11
1933.2800292969,2
1958.2800292969,10
1934.2800292969,16
1934.2800292969,7
1966.6099853516,6
1998.2700195312,7
1998.6700439453,2
1950.8000488281,12
1973.4799804688,5
1951.6400146484,17
2010.4300537109,1
1998.6600341797,12
1948.2800292969,21
1951.6400146484,4
1955.0999755859,82
1923.1899414062,5
1923.1899414062,1
1951.8299560547,8
1951.8299560547,4
1923.1899414062,5
1951.8399658203,8
1946.2600097656,7
1942.1400146484,4
1913.2800292969,18
1913.2800292969,10
1913.2800292969,2
1942.1400146484,20
1883.5899658203,19
1913.2800292969,35
1913.2800292969,4
1913.2700195312,1
1777.2099609375,47
1778.8699951172,3
1896.7800292969,5
1896.7800292969,28
1863.7900390625,25
1896.7800292969,37
1911.4799804688,14
1936.4100341797,13
1953.0300292969,28
1952.1999511719,7
1945.5699462891,17
1948.8800048828,8
1928.0999755859,30
1919.8599853516,48
1968.8199462891,20
1965.5,14
1965.5,4
1949.7099609375,19
1961.3399658203,7
1993.75,29
1953.0200195312,4
1944.7199707031,37
1949.7099609375,3
1973.8100585938,12
1976.2900390625,11
2077.080078125,3
1977.8399658203,3
1977.4200439453,18
1978.25,63
1953.1400146484,37
2005.8900146484,1
2004.2199707031,4
2001.7099609375,5
1959.8299560547,20
1989.1400146484,3
1959.8299560547,59
1949.7800292969,8
1964.0200195312,18
1964.0200195312,4
1968.1999511719,22
1991.6099853516,5
1958.1500244141,43
2009.2399902344,2
1983.2600097656,84
1983.2600097656,17
1983.2600097656,1
1959.6300048828,2
1974.9100341797,5
1974.9100341797,46
1973.9799804688,2
1957.9399414062,55
1973.9799804688,35
1973.9799804688,10
1982.4100341797,36
1945.2900390625,13
1981.5699462891,4
1941.0600585938,25
1941.9200439453,5
1941.0600585938,15
1935.1600341797,8
1966.3800048828,9
1982.4200439453,8
1983.2600097656,17
1943.5999755859,35
2117.419921875,10
2036.5999755859,2
1982.1600341797,7
1991.0899658203,2
1999.1700439453,1
2050.2199707031,88
2058.7199707031,81
2058.7099609375,4
2067.2299804688,9
2065.5300292969,7
2075.5700683594,16
2068.9299316406,3
2067.2299804688,6
2075.7399902344,7
2082.5400390625,11
2084.2399902344,8
2126.7700195312,8
2126.7700195312,11
2126.7700195312,9
2126.7800292969,20
2099.2900390625,11
2056.4499511719,20
2134.419921875,11
2103.5900878906,2
2142.1398925781,3
2142.1398925781,6
2142.1398925781,5
2142.1298828125,6
2116.4299316406,29
2112.1499023438,10
2110.4299316406,2
2137.8500976562,1
2137.8100585938,5
2137.8000488281,1
2137.8100585938,5
2139.419921875,12
2036.7800292969,76
2046.2099609375,9
2068.6398925781,3
2131.6298828125,6
2131.6398925781,2
2071.2299804688,25
2071.2299804688,3
2144.5900878906,71
2156.669921875,28
2148.8898925781,6
2140.2700195312,7
2140.2700195312,21
2147.9399414062,8
2123.0100097656,1
2071.669921875,6
2045.0200195312,7
2060.669921875,1
2086.7600097656,6
2060.6799316406,7
2044.1500244141,17
2098.9099121094,7
2044.1600341797,1
2038.9399414062,6
2086.7399902344,42
2086.7199707031,13
2044.2399902344,8
2085.8798828125,9
2043.2800292969,81
2065.0200195312,1
2095.4499511719,3
