close,volume
12.710000038147,100
16.309999465942,1200
16.309999465942,100
21,300
16.309999465942,300
16.319999694824,100
16.059999465942,100
16,400
20,100
20.989999771118,100
21,600
27.069999694824,200
28,500
29,100
29,100
24,300
22,200
24.790000915527,200
24.700000762939,100
20.030000686646,200
17.309999465942,400
20.010000228882,100
21.89999961853,100
19.89999961853,300
17.739999771118,400
17.739999771118,200
17.739999771118,100
17.700000762939,100
17.10000038147,400
17,100
16,200
16.010000228882,100
15.979999542236,100
16.010000228882,100
16.049999237061,100
16.10000038147,100
16.35000038147,100
16.5,100
16.510000228882,100
16.510000228882,100
16.510000228882,100
16.510000228882,100
15.810000419617,100
15.810000419617,100
20,200
40,600
