close,volume
46.549999237061,100
45.389999389648,1100
44.369998931885,4500
48.099998474121,10400
50.240001678467,200
52.139999389648,1000
51.25,100
48.700000762939,600
51.459999084473,900
52.080001831055,600
51,100
50.5,500
50.680000305176,200
50.029998779297,400
54.779998779297,5400
53.759998321533,100
52.490001678467,4600
51.889999389648,200
51.639999389648,200
52.700000762939,200
50.770000457764,100
51.240001678467,100
50.650001525879,100
48.290000915527,300
48.619998931885,100
49.869998931885,100
51.180000305176,100
51.779998779297,100
51.169998168945,400
51.900001525879,200
52.270000457764,300
52.139999389648,100
53.229999542236,5800
53.979999542236,300
54.159999847412,200
54.340000152588,500
53.880001068115,200
54.159999847412,1200
53.360000610352,100
53.240001678467,200
54.840000152588,500
56.189998626709,2800
57.430000305176,400
58.509998321533,100
58.639999389648,200
58.450000762939,600
