close,volume
120.98000335693,900
121.11000061035,100
121.08000183105,400
116.04000091553,300
111.79000091553,900
111.23999786377,200
114.01000213623,600
111.26000213623,300
113.19999694824,10000
112.01999664307,100
111.93000030518,700
112.83999633789,1000
113.68000030518,1200
105.38999938965,3200
104.83000183105,900
106.34999847412,1600
105.54000091553,200
107.55999755859,300
100.19999694824,600
100.26999664307,1600
98.98999786377,800
99.779998779297,100
97.98999786377,7400
96.910003662109,400
97.169998168945,100
102,100
101.80000305176,800
101.09999847412,300
96.089996337891,700
100.91000366211,2700
99.300003051758,1900
99.099998474121,100
99.150001525879,800
100.79000091553,200
98.849998474121,1400
101.44999694824,2200
101.61000061035,200
101.34999847412,500
104.91999816895,100
111.55000305176,100
111.66000366211,200
111.36000061035,200
111.04000091553,300
110.05999755859,5100
109.05999755859,300
106.81999969482,200
112.76000213623,100
108.83000183105,200
109.84999847412,100
108.84999847412,500
108.43000030518,700
111.05000305176,700
107.43000030518,300
111.73999786377,100
112.9700012207,500
123.75,100
121.87000274658,200
124.51000213623,200
122.54000091553,300
122.54000091553,100
123.75,200
127.76999664307,200
123.95999908447,600
122.95999908447,400
124.30000305176,400
124.76999664307,1100
121.44999694824,200
120.94999694824,200
123.98999786377,100
116.12000274658,200
117.9700012207,600
117.90000152588,1300
112.37000274658,1100
114.04000091553,200
114.54000091553,2300
111.51999664307,2500
113.34999847412,100
112.87000274658,5200
111.36000061035,200
110.01000213623,1100
111.09999847412,1100
116.80000305176,1600
114.19999694824,800
112.44000244141,200
120.12000274658,1000
119.61000061035,800
119.55000305176,500
119.66999816895,1900
118,100
114.95999908447,600
116.37000274658,200
